,DATA_PEDIDO,HORA_PEDIDO,VALOR_PRODUTOS,TAXA_ENTREGA,TOTAL_PEDIDO,FORMA_PAGAMENTO,AVALIACAO,STATUS,ID_ESTABELECIMENTO,TIPO_ESTABELECIMENTO,ID_USUARIO,DDD_USUARIO,DATA_CADASTRO_USUARIO,PRIMEIRO_PEDIDO,BAIRRO_USUARIO,CIDADE_USUARIO,SO_DISPOSITIVO
1774,2016-09-26, 00:06,44.0,2.0,46.0,Dinheiro,5.0,Entregue,168,Lanchonete,61432,77,2016-09-12,Não,Recreio,Vitória da Conquista,Android
1775,2016-09-26, 00:14,30.0,2.0,32.0,Dinheiro,0.0,Entregue,168,Lanchonete,22064,77,2015-12-28,Não,Centro,Vitória da Conquista,Android
1776,2016-09-26, 00:23,21.0,2.0,23.0,Dinheiro,0.0,Entregue,168,Lanchonete,4952,77,2015-06-20,Não,Candeias,Vitória da Conquista,Android
1777,2016-09-26, 19:31,21.0,2.0,23.0,Dinheiro,0.0,Entregue,168,Lanchonete,24520,77,2016-01-15,Não,Boa Vista,Vitória da Conquista,Android
1778,2016-09-26, 21:26,11.5,2.0,13.5,Dinheiro,0.0,Entregue,168,Lanchonete,44184,77,2016-05-17,Não,São Vicente,Vitória da Conquista,iOS
1779,2016-09-26, 21:51,12.5,2.0,14.5,Dinheiro,0.0,Recusado,168,Lanchonete,63800,77,2016-09-26,Sim,Zabelê,Vitória da Conquista,Android
1780,2016-09-26, 22:10,16.0,2.0,18.0,Dinheiro,0.0,Entregue,168,Lanchonete,44344,77,2016-05-18,Não,Alto Maron,Vitória da Conquista,Android
1781,2016-09-26, 22:47,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,52560,77,2016-07-19,Não,Centro,Vitória da Conquista,Android
1782,2016-09-26, 23:30,14.0,2.0,16.0,Dinheiro,0.0,Entregue,168,Lanchonete,9840,77,2015-09-29,Não,Recreio,Vitória da Conquista,iOS
1783,2016-09-27, 18:10,21.0,2.0,23.0,Dinheiro,0.0,Entregue,168,Lanchonete,63528,85,2016-09-24,Não,Candeias,Vitória da Conquista,iOS
1784,2016-09-27, 18:41,50.0,2.0,52.0,Dinheiro,0.0,Entregue,168,Lanchonete,21288,77,2015-12-22,Não,Jurema,Vitória da Conquista,iOS
1785,2016-09-27, 18:41,11.0,2.0,13.0,Dinheiro,0.0,Entregue,168,Lanchonete,51016,77,2016-07-09,Não,Candeias,Vitória da Conquista,Android
1786,2016-09-27, 18:51,15.0,2.0,17.0,Dinheiro,0.0,Entregue,168,Lanchonete,11616,77,2015-10-20,Não,Brasil,Vitória da Conquista,iOS
1787,2016-09-27, 19:01,21.0,2.0,23.0,Dinheiro,5.0,Entregue,168,Lanchonete,33824,77,2016-03-15,Não,Recreio,Vitória da Conquista,iOS
1788,2016-09-27, 19:25,28.5,2.0,30.5,Dinheiro,0.0,Entregue,168,Lanchonete,11648,77,2015-10-20,Não,Candeias,Vitória da Conquista,iOS
1789,2016-09-27, 19:43,21.0,2.0,23.0,Dinheiro,0.0,Entregue,168,Lanchonete,57216,77,2016-08-19,Não,Urbis V,Vitória da Conquista,Android
1790,2016-09-27, 20:10,19.0,2.0,21.0,Dinheiro,0.0,Entregue,168,Lanchonete,9752,77,2015-09-29,Não,Centro,Vitória da Conquista,Android
1791,2016-09-27, 20:51,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,52560,77,2016-07-19,Não,Centro,Vitória da Conquista,Android
1792,2016-09-27, 20:54,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,61256,73,2016-09-11,Não,Inocoop I,Vitória da Conquista,Android
1793,2016-09-27, 21:12,12.5,2.0,14.5,Dinheiro,5.0,Entregue,168,Lanchonete,19720,77,2015-12-10,Não,Candeias,Vitória da Conquista,PC
1794,2016-09-27, 21:17,15.0,2.0,17.0,Dinheiro,0.0,Entregue,168,Lanchonete,26984,77,2016-02-02,Não,Urbis IV,Vitória da Conquista,Android
1795,2016-09-27, 21:32,15.5,2.0,17.5,Dinheiro,0.0,Entregue,168,Lanchonete,11592,77,2015-10-20,Não,Recreio,Vitória da Conquista,Android
1796,2016-09-27, 21:46,11.5,2.0,13.5,Dinheiro,0.0,Entregue,168,Lanchonete,17896,77,2015-11-27,Não,Candeias,Vitória da Conquista,iOS
1797,2016-09-27, 21:56,18.0,2.0,20.0,Dinheiro,0.0,Entregue,168,Lanchonete,40656,77,2016-04-25,Não,Candeias,Vitória da Conquista,iOS
1798,2016-09-27, 22:00,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,31560,77,2016-03-03,Não,Recreio,Vitória da Conquista,Android
1799,2016-09-27, 22:25,17.0,2.0,19.0,Dinheiro,0.0,Entregue,168,Lanchonete,2952,77,2015-05-05,Não,Candeias,Vitória da Conquista,PC
1800,2016-09-27, 22:43,16.0,2.0,18.0,Dinheiro,0.0,Entregue,168,Lanchonete,58072,77,2016-08-23,Não,Mor. dos Pássaros,Vitória da Conquista,Android
1802,2016-09-27, 23:12,37.5,2.0,39.5,Dinheiro,0.0,Entregue,168,Lanchonete,35392,77,2016-03-22,Não,Recreio,Vitória da Conquista,Android
1803,2016-09-27, 23:13,48.5,2.0,50.5,Dinheiro,0.0,Entregue,168,Lanchonete,14416,77,2015-11-04,Não,Candeias,Vitória da Conquista,Android
1804,2016-09-27, 23:15,29.0,2.0,31.0,Dinheiro,0.0,Entregue,168,Lanchonete,34712,77,2016-03-20,Não,Centro,Vitória da Conquista,Android
1805,2016-09-27, 23:36,14.0,2.0,16.0,Dinheiro,0.0,Entregue,168,Lanchonete,48880,77,2016-06-18,Não,Sumaré,Vitória da Conquista,Windows Phone
1806,2016-09-28, 18:06,11.0,2.0,13.0,Dinheiro,0.0,Entregue,168,Lanchonete,6936,77,2015-08-08,Não,Candeias,Vitória da Conquista,Android
1807,2016-09-28, 18:12,28.0,2.0,30.0,Dinheiro,0.0,Entregue,168,Lanchonete,21056,77,2015-12-21,Não,Ibirapuera,Vitória da Conquista,Android
1808,2016-09-28, 19:03,15.0,2.0,17.0,Dinheiro,0.0,Entregue,168,Lanchonete,31664,77,2016-03-04,Não,Felícia,Vitória da Conquista,Android
1809,2016-09-28, 21:35,22.0,2.0,24.0,Dinheiro,0.0,Entregue,168,Lanchonete,47056,77,2016-06-07,Não,Mor. dos Pássaros,Vitória da Conquista,Android
1810,2016-09-28, 22:28,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1811,2016-09-28, 22:46,34.5,2.0,36.5,Dinheiro,0.0,Entregue,168,Lanchonete,22616,73,2016-01-01,Não,Candeias,Vitória da Conquista,Android
1812,2016-09-28, 23:34,17.5,2.0,19.5,Dinheiro,0.0,Entregue,168,Lanchonete,23680,77,2016-01-08,Não,Centro,Vitória da Conquista,iOS
1813,2016-09-29, 18:39,17.0,2.0,19.0,Dinheiro,0.0,Entregue,168,Lanchonete,34840,77,2016-03-21,Não,Boa Vista,Vitória da Conquista,iOS
1814,2016-09-29, 19:01,10.0,2.0,12.0,Dinheiro,0.0,Entregue,168,Lanchonete,13848,77,2015-11-02,Não,Mor. dos Pássaros,Vitória da Conquista,Android
1815,2016-09-29, 19:18,39.0,2.0,41.0,Dinheiro,0.0,Entregue,168,Lanchonete,29872,49,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1816,2016-09-29, 20:20,15.0,2.0,17.0,Dinheiro,0.0,Entregue,168,Lanchonete,55688,77,2016-08-10,Não,Candeias,Vitória da Conquista,Android
1817,2016-09-29, 21:02,17.0,2.0,19.0,Dinheiro,0.0,Entregue,168,Lanchonete,31920,77,2016-03-06,Não,Candeias,Vitória da Conquista,Android
1818,2016-09-29, 22:02,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,63608,73,2016-09-25,Não,Candeias,Vitória da Conquista,iOS
1819,2016-09-29, 22:17,8.0,2.0,10.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1820,2016-09-30, 00:00,30.0,2.0,32.0,Dinheiro,0.0,Entregue,168,Lanchonete,60160,77,2016-09-04,Não,Boa Vista,Vitória da Conquista,Android
1821,2016-09-30, 00:26,4.0,2.0,6.0,Dinheiro,0.0,Entregue,168,Lanchonete,53352,74,2016-07-25,Não,Alto Maron,Vitória da Conquista,iOS
1822,2016-09-30, 18:02,9.0,2.0,11.0,Dinheiro,0.0,Entregue,168,Lanchonete,61576,77,2016-09-12,Não,Candeias,Vitória da Conquista,iOS
1823,2016-09-30, 18:26,11.5,2.0,13.5,Dinheiro,0.0,Entregue,168,Lanchonete,63656,77,2016-09-25,Não,Centro,Vitória da Conquista,Android
1824,2016-09-30, 18:30,18.0,2.0,20.0,Dinheiro,0.0,Entregue,168,Lanchonete,49856,77,2016-06-27,Não,Candeias,Vitória da Conquista,Android
1825,2016-09-30, 19:19,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,21536,77,2015-12-23,Não,Primavera,Vitória da Conquista,Android
1826,2016-09-30, 19:28,10.0,2.0,12.0,Dinheiro,0.0,Entregue,168,Lanchonete,64408,77,2016-09-30,Sim,Candeias,Vitória da Conquista,Android
1827,2016-09-30, 20:21,8.0,2.0,10.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1828,2016-09-30, 20:47,24.5,2.0,26.5,Dinheiro,5.0,Entregue,168,Lanchonete,49384,77,2016-06-21,Não,Candeias,Vitória da Conquista,Android
1829,2016-09-30, 23:39,9.5,2.0,11.5,Dinheiro,0.0,Entregue,168,Lanchonete,51936,77,2016-07-15,Não,Centro,Vitória da Conquista,Android
1830,2016-09-30, 23:48,17.0,2.0,19.0,Dinheiro,0.0,Entregue,168,Lanchonete,29056,77,2016-02-15,Não,Vila Serrana,Vitória da Conquista,Android
1831,2016-10-01, 00:14,11.0,2.0,13.0,Dinheiro,0.0,Entregue,168,Lanchonete,58400,77,2016-08-25,Não,Candeias,Vitória da Conquista,iOS
1832,2016-10-01, 18:31,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,19888,77,2015-12-13,Não,Candeias,Vitória da Conquista,Android
1833,2016-10-01, 19:04,9.0,2.0,11.0,Dinheiro,0.0,Entregue,168,Lanchonete,57992,77,2016-08-23,Não,Candeias,Vitória da Conquista,iOS
1834,2016-10-01, 19:13,8.0,2.0,10.0,Dinheiro,0.0,Entregue,168,Lanchonete,19888,77,2015-12-13,Não,Candeias,Vitória da Conquista,Android
1835,2016-10-01, 19:50,21.0,2.0,23.0,Dinheiro,0.0,Entregue,168,Lanchonete,24520,77,2016-01-15,Não,Boa Vista,Vitória da Conquista,Android
1836,2016-10-01, 21:14,22.0,2.0,24.0,Dinheiro,0.0,Entregue,168,Lanchonete,27728,77,2016-02-07,Não,Ibirapuera,Vitória da Conquista,Android
1837,2016-10-01, 22:25,20.0,2.0,22.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1838,2016-10-01, 22:30,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,53128,77,2016-07-23,Não,Iracema,Vitória da Conquista,Android
1839,2016-10-01, 23:24,18.0,2.0,20.0,Dinheiro,0.0,Entregue,168,Lanchonete,23680,77,2016-01-08,Não,Centro,Vitória da Conquista,iOS
1840,2016-10-02, 18:41,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,28464,77,2016-02-12,Não,Candeias,Vitória da Conquista,iOS
1841,2016-10-02, 19:29,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,64632,77,2016-10-02,Sim,Candeias,Vitória da Conquista,iOS
1842,2016-10-02, 23:06,19.5,2.0,21.5,Dinheiro,0.0,Entregue,168,Lanchonete,31560,77,2016-03-03,Não,Recreio,Vitória da Conquista,Android
1843,2016-10-02, 23:07,14.0,2.0,16.0,Dinheiro,0.0,Entregue,168,Lanchonete,31560,77,2016-03-03,Não,Recreio,Vitória da Conquista,Android
1844,2016-10-02, 23:41,40.5,2.0,42.5,Dinheiro,0.0,Entregue,168,Lanchonete,16200,77,2015-11-16,Não,Primavera,Vitória da Conquista,Android
1845,2016-10-02, 23:53,19.0,2.0,21.0,Dinheiro,0.0,Entregue,168,Lanchonete,2536,73,2015-04-20,Não,Ibirapuera,Vitória da Conquista,Android
1846,2016-10-02, 23:57,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,41096,77,2016-04-27,Não,Candeias,Vitória da Conquista,iOS
1847,2016-10-03, 18:29,15.0,2.0,17.0,Dinheiro,4.0,Entregue,168,Lanchonete,60224,77,2016-09-05,Não,Centro,Vitória da Conquista,Android
1848,2016-10-03, 18:44,10.5,2.0,12.5,Dinheiro,0.0,Entregue,168,Lanchonete,22240,77,2015-12-29,Não,Candeias,Vitória da Conquista,iOS
1849,2016-10-03, 19:57,16.5,2.0,18.5,Dinheiro,0.0,Entregue,168,Lanchonete,14824,77,2015-11-08,Não,Candeias,Vitória da Conquista,Android
1850,2016-10-03, 20:04,10.0,2.0,12.0,Dinheiro,0.0,Entregue,168,Lanchonete,63528,85,2016-09-24,Não,Candeias,Vitória da Conquista,iOS
1851,2016-10-03, 20:37,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,13552,77,2015-10-30,Não,Recreio,Vitória da Conquista,iOS
1852,2016-10-03, 20:38,26.0,2.0,28.0,Dinheiro,0.0,Entregue,168,Lanchonete,41344,77,2016-04-29,Não,Sumaré,Vitória da Conquista,Android
1853,2016-10-03, 21:17,17.0,2.0,19.0,Dinheiro,5.0,Entregue,168,Lanchonete,65088,77,2016-10-03,Sim,Candeias,Vitória da Conquista,Android
1854,2016-10-03, 21:32,38.5,2.0,40.5,Dinheiro,0.0,Entregue,168,Lanchonete,19336,77,2015-12-07,Não,Candeias,Vitória da Conquista,Android
1855,2016-10-03, 21:51,37.5,2.0,39.5,Dinheiro,0.0,Recusado,168,Lanchonete,60960,77,2016-09-09,Não,Candeias,Vitória da Conquista,iOS
1856,2016-10-03, 23:12,10.5,2.0,12.5,Dinheiro,0.0,Entregue,168,Lanchonete,23216,74,2016-01-05,Não,Candeias,Vitória da Conquista,Android
1857,2016-10-03, 23:30,26.0,2.0,28.0,Dinheiro,0.0,Entregue,168,Lanchonete,9840,77,2015-09-29,Não,Recreio,Vitória da Conquista,iOS
1858,2016-10-03, 23:43,16.5,2.0,18.5,Dinheiro,5.0,Recusado,168,Lanchonete,48192,73,2016-06-14,Não,Ibirapuera,Vitória da Conquista,iOS
1859,2016-10-03, 23:45,38.0,2.0,40.0,Dinheiro,0.0,Entregue,168,Lanchonete,34384,77,2016-03-18,Não,Recreio,Vitória da Conquista,Windows Phone
1860,2016-10-04, 18:39,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,36912,77,2016-04-01,Não,Candeias,Vitória da Conquista,Android
1861,2016-10-04, 19:03,25.0,2.0,27.0,Dinheiro,0.0,Entregue,168,Lanchonete,28472,77,2016-02-12,Não,Boa Vista,Vitória da Conquista,Android
1862,2016-10-04, 19:30,18.0,2.0,20.0,Dinheiro,0.0,Entregue,168,Lanchonete,48192,73,2016-06-14,Não,Alto Maron,Vitória da Conquista,iOS
1863,2016-10-04, 19:35,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,61256,73,2016-09-11,Não,Inocoop I,Vitória da Conquista,Android
1864,2016-10-04, 20:05,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,29640,73,2016-02-18,Não,Candeias,Vitória da Conquista,Android
1866,2016-10-04, 20:32,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,23784,77,2016-01-10,Não,Recreio,Vitória da Conquista,iOS
1867,2016-10-04, 21:02,18.5,2.0,20.5,Dinheiro,0.0,Entregue,168,Lanchonete,36192,73,2016-03-28,Não,Recreio,Vitória da Conquista,Android
1868,2016-10-04, 21:02,16.0,2.0,18.0,Dinheiro,0.0,Entregue,168,Lanchonete,63656,77,2016-09-25,Não,Centro,Vitória da Conquista,Android
1869,2016-10-04, 21:21,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,8144,77,2015-08-30,Não,Candeias,Vitória da Conquista,Android
1870,2016-10-04, 21:47,17.0,2.0,19.0,Dinheiro,0.0,Entregue,168,Lanchonete,64360,73,2016-09-29,Não,Candeias,Vitória da Conquista,Android
1871,2016-10-04, 21:59,8.5,2.0,10.5,Dinheiro,0.0,Entregue,168,Lanchonete,34504,77,2016-03-19,Não,Recreio,Vitória da Conquista,iOS
1872,2016-10-04, 22:08,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,19264,77,2015-12-07,Não,Alto Maron,Vitória da Conquista,iOS
1873,2016-10-04, 22:16,14.0,2.0,16.0,Dinheiro,0.0,Entregue,168,Lanchonete,27736,77,2016-02-07,Não,Santa Cecília,Vitória da Conquista,iOS
1874,2016-10-04, 22:18,18.0,2.0,20.0,Dinheiro,0.0,Entregue,168,Lanchonete,49144,77,2016-06-20,Não,Alto Maron,Vitória da Conquista,Android
1875,2016-10-04, 22:26,25.0,2.0,27.0,Dinheiro,0.0,Entregue,168,Lanchonete,56776,77,2016-08-16,Não,Boa Vista,Vitória da Conquista,Android
1876,2016-10-04, 23:14,29.0,2.0,31.0,Dinheiro,0.0,Entregue,168,Lanchonete,58184,77,2016-08-23,Não,Candeias,Vitória da Conquista,Android
1877,2016-10-04, 23:53,34.0,2.0,36.0,Dinheiro,0.0,Entregue,168,Lanchonete,9016,71,2015-09-16,Não,Candeias,Vitória da Conquista,iOS
1878,2016-10-05, 18:41,43.0,2.0,45.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1879,2016-10-05, 19:13,20.5,2.0,22.5,Dinheiro,0.0,Entregue,168,Lanchonete,18688,77,2015-12-02,Não,Guarani,Vitória da Conquista,iOS
1880,2016-10-05, 20:06,30.0,2.0,32.0,Dinheiro,0.0,Entregue,168,Lanchonete,40616,77,2016-04-25,Não,Jurema,Vitória da Conquista,Android
1881,2016-10-05, 21:55,48.0,2.0,50.0,Dinheiro,4.0,Recusado,168,Lanchonete,56384,77,2016-08-14,Não,Boa Vista,Vitória da Conquista,Android
1882,2016-10-06, 00:01,10.0,2.0,12.0,Dinheiro,0.0,Entregue,168,Lanchonete,9840,77,2015-09-29,Não,Recreio,Vitória da Conquista,iOS
1883,2016-10-06, 00:09,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,13920,77,2015-11-02,Não,Candeias,Vitória da Conquista,Android
1884,2016-10-06, 18:42,17.0,2.0,19.0,Dinheiro,0.0,Entregue,168,Lanchonete,29872,49,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1885,2016-10-06, 20:09,8.0,2.0,10.0,Dinheiro,0.0,Entregue,168,Lanchonete,9840,77,2015-09-29,Não,Recreio,Vitória da Conquista,iOS
1886,2016-10-06, 20:09,14.0,2.0,16.0,Dinheiro,0.0,Entregue,168,Lanchonete,64560,77,2016-10-02,Não,Recreio,Vitória da Conquista,PC
1887,2016-10-06, 20:13,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,43936,77,2016-05-16,Não,Recreio,Vitória da Conquista,Android
1888,2016-10-06, 21:38,37.0,2.0,39.0,Dinheiro,0.0,Entregue,168,Lanchonete,65808,77,2016-10-06,Sim,Guarani,Vitória da Conquista,Android
1889,2016-10-06, 23:51,45.5,2.0,47.5,Dinheiro,0.0,Entregue,168,Lanchonete,48704,77,2016-06-17,Não,Centro,Vitória da Conquista,Android
1890,2016-10-07, 18:25,34.0,2.0,36.0,Dinheiro,5.0,Entregue,168,Lanchonete,57288,77,2016-08-20,Não,Candeias,Vitória da Conquista,iOS
1891,2016-10-07, 19:57,11.0,2.0,13.0,Dinheiro,0.0,Entregue,168,Lanchonete,56536,77,2016-08-15,Não,Recreio,Vitória da Conquista,Android
1892,2016-10-07, 19:58,23.0,2.0,25.0,Dinheiro,0.0,Entregue,168,Lanchonete,32072,73,2016-03-07,Não,Candeias,Vitória da Conquista,iOS
1893,2016-10-07, 20:05,17.5,2.0,19.5,Dinheiro,0.0,Entregue,168,Lanchonete,53240,77,2016-07-24,Não,Candeias,Vitória da Conquista,Android
1894,2016-10-07, 20:34,40.0,2.0,42.0,Dinheiro,0.0,Entregue,168,Lanchonete,20576,77,2015-12-16,Não,Santa Cecília,Vitória da Conquista,Android
1895,2016-10-07, 20:59,22.0,2.0,24.0,Dinheiro,0.0,Entregue,168,Lanchonete,34432,77,2016-03-18,Não,Espl. do Parque,Vitória da Conquista,Android
1896,2016-10-07, 21:10,10.5,2.0,12.5,Dinheiro,0.0,Entregue,168,Lanchonete,39312,77,2016-04-16,Não,Vila Serrana,Vitória da Conquista,iOS
1897,2016-10-07, 22:28,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1898,2016-10-07, 22:42,10.5,2.0,12.5,Dinheiro,0.0,Entregue,168,Lanchonete,36912,77,2016-04-01,Não,Candeias,Vitória da Conquista,Android
1899,2016-10-07, 22:49,39.0,2.0,41.0,Dinheiro,0.0,Entregue,168,Lanchonete,29640,73,2016-02-18,Não,Candeias,Vitória da Conquista,Android
1900,2016-10-07, 23:49,22.0,2.0,24.0,Dinheiro,0.0,Recusado,168,Lanchonete,51912,77,2016-07-15,Não,Mor. dos Pássaros,Vitória da Conquista,Android
1901,2016-10-08, 00:13,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,62120,71,2016-09-14,Não,Inocoop II,Vitória da Conquista,Android
1902,2016-10-08, 18:36,7.0,2.0,9.0,Dinheiro,0.0,Entregue,168,Lanchonete,41320,77,2016-04-29,Não,Candeias,Vitória da Conquista,iOS
1903,2016-10-08, 19:03,11.0,2.0,13.0,Dinheiro,0.0,Entregue,168,Lanchonete,8352,77,2015-09-03,Não,Primavera,Vitória da Conquista,iOS
1904,2016-10-08, 19:26,17.5,2.0,19.5,Dinheiro,0.0,Entregue,168,Lanchonete,35864,77,2016-03-27,Não,Ibirapuera,Vitória da Conquista,PC
1905,2016-10-08, 20:03,10.5,2.0,12.5,Dinheiro,0.0,Entregue,168,Lanchonete,38816,77,2016-04-14,Não,Centro,Vitória da Conquista,iOS
1906,2016-10-08, 20:08,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,34272,77,2016-03-17,Não,Urbis I,Vitória da Conquista,Android
1907,2016-10-08, 20:41,18.0,2.0,20.0,Dinheiro,0.0,Entregue,168,Lanchonete,31760,77,2016-03-04,Não,Candeias,Vitória da Conquista,Android
1908,2016-10-08, 21:10,49.5,2.0,51.5,Dinheiro,0.0,Entregue,168,Lanchonete,7112,77,2015-08-12,Não,Candeias,Vitória da Conquista,iOS
1909,2016-10-08, 21:15,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,63608,73,2016-09-25,Não,Candeias,Vitória da Conquista,iOS
1910,2016-10-08, 21:22,10.5,2.0,12.5,Dinheiro,0.0,Entregue,168,Lanchonete,1072,77,2015-03-10,Não,Alto Maron,Vitória da Conquista,Android
1911,2016-10-08, 22:19,16.0,2.0,18.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1912,2016-10-08, 22:25,17.5,2.0,19.5,Dinheiro,0.0,Entregue,168,Lanchonete,36680,77,2016-03-30,Não,Ibirapuera,Vitória da Conquista,Android
1913,2016-10-08, 22:45,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,20728,33,2015-12-18,Não,Candeias,Vitória da Conquista,Android
1914,2016-10-08, 23:42,26.5,2.0,28.5,Dinheiro,0.0,Entregue,168,Lanchonete,6224,77,2015-07-26,Não,Centro,Vitória da Conquista,Android
1915,2016-10-09, 21:14,26.5,2.0,28.5,Dinheiro,0.0,Entregue,168,Lanchonete,10512,77,2015-10-08,Não,Recreio,Vitória da Conquista,iOS
1916,2016-10-09, 21:17,17.0,2.0,19.0,Dinheiro,0.0,Entregue,168,Lanchonete,66288,77,2016-10-09,Sim,Candeias,Vitória da Conquista,Android
1917,2016-10-09, 21:31,15.0,2.0,17.0,Dinheiro,0.0,Entregue,168,Lanchonete,65216,77,2016-10-04,Não,Candeias,Vitória da Conquista,Android
1918,2016-10-09, 22:25,41.0,2.0,43.0,Dinheiro,0.0,Entregue,168,Lanchonete,24976,77,2016-01-19,Não,Candeias,Vitória da Conquista,iOS
1919,2016-10-09, 22:52,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,58400,77,2016-08-25,Não,Candeias,Vitória da Conquista,iOS
1920,2016-10-09, 23:48,12.5,2.0,14.5,Dinheiro,0.0,Entregue,168,Lanchonete,39392,73,2016-04-17,Não,Candeias,Vitória da Conquista,iOS
1921,2016-10-10, 00:20,15.0,2.0,17.0,Dinheiro,0.0,Entregue,168,Lanchonete,29888,77,2016-02-22,Não,Recreio,Vitória da Conquista,Android
1922,2016-10-10, 18:39,10.5,2.0,12.5,Dinheiro,0.0,Entregue,168,Lanchonete,36912,77,2016-04-01,Não,Candeias,Vitória da Conquista,Android
1923,2016-10-10, 19:25,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,50616,77,2016-07-03,Não,Candeias,Vitória da Conquista,Android
1924,2016-10-10, 19:31,23.0,2.0,25.0,Dinheiro,0.0,Entregue,168,Lanchonete,18072,77,2015-11-28,Não,Candeias,Vitória da Conquista,Android
1925,2016-10-10, 19:36,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,18072,77,2015-11-28,Não,Candeias,Vitória da Conquista,Android
1926,2016-10-10, 19:37,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,36656,77,2016-03-30,Não,Candeias,Vitória da Conquista,iOS
1927,2016-10-10, 20:11,21.0,2.0,23.0,Dinheiro,4.0,Entregue,168,Lanchonete,56792,73,2016-08-16,Não,Candeias,Vitória da Conquista,Android
1928,2016-10-10, 20:31,13.0,2.0,15.0,Dinheiro,5.0,Entregue,168,Lanchonete,38856,71,2016-04-14,Não,Mor. dos Pássaros,Vitória da Conquista,Android
1929,2016-10-10, 20:33,36.5,2.0,38.5,Dinheiro,0.0,Entregue,168,Lanchonete,66456,77,2016-10-10,Sim,Recreio,Vitória da Conquista,iOS
1930,2016-10-10, 21:39,15.0,2.0,17.0,Dinheiro,0.0,Entregue,168,Lanchonete,66512,77,2016-10-10,Sim,Centro,Vitória da Conquista,Android
1931,2016-10-10, 21:43,13.5,2.0,15.5,Dinheiro,0.0,Entregue,168,Lanchonete,25160,77,2016-01-19,Não,Centro,Vitória da Conquista,Android
1932,2016-10-10, 22:40,25.0,2.0,27.0,Dinheiro,1.0,Entregue,168,Lanchonete,65944,77,2016-10-07,Não,Candeias,Vitória da Conquista,Android
1933,2016-10-10, 23:13,13.0,2.0,15.0,Dinheiro,0.0,Entregue,168,Lanchonete,49128,77,2016-06-20,Não,Mor. dos Pássaros,Vitória da Conquista,Android
1934,2016-10-11, 00:03,12.0,2.0,14.0,Dinheiro,3.0,Entregue,168,Lanchonete,40008,77,2016-04-19,Não,Boa Vista,Vitória da Conquista,Android
1935,2016-10-11, 00:04,12.0,2.0,14.0,Dinheiro,0.0,Entregue,168,Lanchonete,4904,77,2015-06-18,Não,Centro,Vitória da Conquista,Android
